시도명,시군구명,자치단체코드,과세년도,세목명,체납액구간,체납건수,체납금액,누적체납건수,누적체납금액
경기도,수원시장안구,41111,2017,지방소득세,10만원~30만원미만,79,14813810,1314,243125000
경기도,수원시권선구,41113,2017,지방소득세,10만원~30만원미만,98,18517720,1314,243125000
경기도,수원시팔달구,41115,2017,지방소득세,10만원~30만원미만,84,15970180,1314,243125000
경기도,수원시영통구,41117,2017,지방소득세,10만원~30만원미만,59,10788010,1314,243125000
경기도,수원시장안구,41111,2017,지방소득세,1백만원~3백만원미만,52,93880230,1018,1792960310
경기도,수원시권선구,41113,2017,지방소득세,1백만원~3백만원미만,75,133033640,1018,1792960310
경기도,수원시팔달구,41115,2017,지방소득세,1백만원~3백만원미만,55,94059960,1018,1792960310
경기도,수원시영통구,41117,2017,지방소득세,1백만원~3백만원미만,42,76881600,1018,1792960310
경기도,수원시장안구,41111,2017,지방소득세,1천만원~3천만원미만,12,189079570,151,2480612010
경기도,수원시권선구,41113,2017,지방소득세,1천만원~3천만원미만,14,241560290,151,2480612010
경기도,수원시팔달구,41115,2017,지방소득세,1천만원~3천만원미만,16,276899760,151,2480612010
경기도,수원시영통구,41117,2017,지방소득세,1천만원~3천만원미만,13,237204550,151,2480612010
경기도,수원시장안구,41111,2017,지방소득세,30만원~50만원미만,16,6634660,180,71221210
경기도,수원시권선구,41113,2017,지방소득세,30만원~50만원미만,18,7530780,180,71221210
경기도,수원시팔달구,41115,2017,지방소득세,30만원~50만원미만,16,6739760,180,71221210
경기도,수원시영통구,41117,2017,지방소득세,30만원~50만원미만,13,5117260,180,71221210
경기도,수원시장안구,41111,2017,지방소득세,3백만원~5백만원미만,8,31154190,304,1173989700
경기도,수원시권선구,41113,2017,지방소득세,3백만원~5백만원미만,21,78683640,304,1173989700
경기도,수원시팔달구,41115,2017,지방소득세,3백만원~5백만원미만,20,72358660,304,1173989700
경기도,수원시영통구,41117,2017,지방소득세,3백만원~5백만원미만,21,80909040,304,1173989700
경기도,수원시장안구,41111,2017,지방소득세,3천만원~5천만원미만,3,118557620,20,755031650
경기도,수원시팔달구,41115,2017,지방소득세,3천만원~5천만원미만,4,144271250,20,755031650
경기도,수원시영통구,41117,2017,지방소득세,3천만원~5천만원미만,2,71402320,20,755031650
경기도,수원시장안구,41111,2017,지방소득세,50만원~1백만원미만,37,24269810,823,592588780
경기도,수원시권선구,41113,2017,지방소득세,50만원~1백만원미만,73,51905320,823,592588780
경기도,수원시팔달구,41115,2017,지방소득세,50만원~1백만원미만,48,34992420,823,592588780
경기도,수원시영통구,41117,2017,지방소득세,50만원~1백만원미만,40,29273060,823,592588780
경기도,수원시장안구,41111,2017,지방소득세,5백만원~1천만원미만,17,111538170,248,1713183260
경기도,수원시권선구,41113,2017,지방소득세,5백만원~1천만원미만,15,110333370,248,1713183260
경기도,수원시팔달구,41115,2017,지방소득세,5백만원~1천만원미만,18,130735610,248,1713183260
경기도,수원시영통구,41117,2017,지방소득세,5백만원~1천만원미만,18,128994700,248,1713183260
경기도,수원시장안구,41111,2017,지방소득세,5천만원~1억원미만,4,278080400,18,1245234460
경기도,수원시팔달구,41115,2017,지방소득세,5천만원~1억원미만,2,119467380,18,1245234460
경기도,수원시영통구,41117,2017,지방소득세,5천만원~1억원미만,2,146271630,18,1245234460
경기도,수원시장안구,41111,2017,지역자원시설세,10만원 미만,3,103720,33,726210
경기도,수원시권선구,41113,2017,지역자원시설세,10만원 미만,4,151640,33,726210
경기도,수원시팔달구,41115,2017,지역자원시설세,10만원 미만,4,15130,33,726210
경기도,수원시영통구,41117,2017,지역자원시설세,10만원 미만,1,2080,33,726210
경기도,수원시장안구,41111,2017,지역자원시설세,10만원~30만원미만,1,287220,2,421160
경기도,수원시장안구,41111,2017,지역자원시설세,30만원~50만원미만,1,444090,1,444090
경기도,수원시장안구,41111,2017,지역자원시설세,50만원~1백만원미만,1,513860,1,513860
경기도,수원시장안구,41111,2017,취득세,10만원 미만,8,467300,181,7218110
경기도,수원시권선구,41113,2017,취득세,10만원 미만,12,781480,181,7218110
경기도,수원시팔달구,41115,2017,취득세,10만원 미만,4,196880,181,7218110
경기도,수원시영통구,41117,2017,취득세,10만원 미만,1,43020,181,7218110
경기도,수원시장안구,41111,2017,취득세,10만원~30만원미만,3,497980,151,27712820
경기도,수원시권선구,41113,2017,취득세,10만원~30만원미만,14,2444340,151,27712820
경기도,수원시팔달구,41115,2017,취득세,10만원~30만원미만,2,420240,151,27712820
경기도,수원시영통구,41117,2017,취득세,10만원~30만원미만,2,358850,151,27712820
경기도,수원시장안구,41111,2017,취득세,1백만원~3백만원미만,2,3755550,65,109447360
경기도,수원시권선구,41113,2017,취득세,1백만원~3백만원미만,1,1300200,65,109447360
경기도,수원시팔달구,41115,2017,취득세,1백만원~3백만원미만,4,6066710,65,109447360
경기도,수원시영통구,41117,2017,취득세,1백만원~3백만원미만,2,3295470,65,109447360
경기도,수원시장안구,41111,2017,취득세,30만원~50만원미만,2,730720,26,10319930
경기도,수원시팔달구,41115,2017,취득세,30만원~50만원미만,2,943640,26,10319930
경기도,수원시영통구,41117,2017,취득세,30만원~50만원미만,1,452040,26,10319930
경기도,수원시권선구,41113,2017,취득세,3백만원~5백만원미만,1,4880700,16,59566310
경기도,수원시팔달구,41115,2017,취득세,3백만원~5백만원미만,1,3350450,16,59566310
경기도,수원시영통구,41117,2017,취득세,3백만원~5백만원미만,1,3740240,16,59566310
경기도,수원시장안구,41111,2017,취득세,50만원~1백만원미만,2,1424630,93,66124400
경기도,수원시권선구,41113,2017,취득세,50만원~1백만원미만,4,2609780,93,66124400
경기도,수원시권선구,41113,2017,취득세,5백만원~1천만원미만,1,6298840,9,60290960
경기도,수원시팔달구,41115,2017,취득세,5백만원~1천만원미만,1,5071330,9,60290960
경기도,수원시영통구,41117,2017,취득세,5백만원~1천만원미만,1,5533450,9,60290960
경기도,수원시장안구,41111,2018,등록면허세,10만원 미만,159,5560170,2461,81387990
경기도,수원시권선구,41113,2018,등록면허세,10만원 미만,127,4099650,2461,81387990
경기도,수원시팔달구,41115,2018,등록면허세,10만원 미만,230,7882710,2461,81387990
경기도,수원시영통구,41117,2018,등록면허세,10만원 미만,128,4300510,2461,81387990
경기도,수원시권선구,41113,2018,등록면허세,10만원~30만원미만,1,141570,7,1215790
경기도,수원시팔달구,41115,2018,등록면허세,10만원~30만원미만,1,278100,7,1215790
경기도,수원시권선구,41113,2018,등록면허세,1백만원~3백만원미만,1,1632790,4,8821620
경기도,수원시장안구,41111,2018,자동차세,10만원 미만,849,37691710,29106,1307905510
경기도,수원시권선구,41113,2018,자동차세,10만원 미만,1581,71329640,29106,1307905510
경기도,수원시팔달구,41115,2018,자동차세,10만원 미만,1199,53581640,29106,1307905510
경기도,수원시영통구,41117,2018,자동차세,10만원 미만,678,30762850,29106,1307905510
경기도,수원시장안구,41111,2018,자동차세,10만원~30만원미만,921,152827870,34967,5814661590
경기도,수원시권선구,41113,2018,자동차세,10만원~30만원미만,1752,292961450,34967,5814661590
경기도,수원시팔달구,41115,2018,자동차세,10만원~30만원미만,1104,186968250,34967,5814661590
경기도,수원시영통구,41117,2018,자동차세,10만원~30만원미만,958,158616490,34967,5814661590
경기도,수원시장안구,41111,2018,자동차세,30만원~50만원미만,35,11437310,1263,428430720
경기도,수원시권선구,41113,2018,자동차세,30만원~50만원미만,65,21602370,1263,428430720
경기도,수원시팔달구,41115,2018,자동차세,30만원~50만원미만,46,15570750,1263,428430720
경기도,수원시영통구,41117,2018,자동차세,30만원~50만원미만,39,13652370,1263,428430720
경기도,수원시장안구,41111,2018,자동차세,50만원~1백만원미만,1,528720,184,120941680
경기도,수원시팔달구,41115,2018,자동차세,50만원~1백만원미만,3,1540920,184,120941680
경기도,수원시영통구,41117,2018,자동차세,50만원~1백만원미만,3,1589390,184,120941680
경기도,수원시장안구,41111,2018,재산세,10만원 미만,478,19678940,8145,343605030
경기도,수원시권선구,41113,2018,재산세,10만원 미만,307,15310740,8145,343605030
경기도,수원시팔달구,41115,2018,재산세,10만원 미만,669,29506670,8145,343605030
경기도,수원시영통구,41117,2018,재산세,10만원 미만,144,8031650,8145,343605030
경기도,수원시장안구,41111,2018,재산세,10만원~30만원미만,128,21633090,2493,407651590
경기도,수원시권선구,41113,2018,재산세,10만원~30만원미만,118,17462240,2493,407651590
경기도,수원시팔달구,41115,2018,재산세,10만원~30만원미만,200,32231160,2493,407651590
경기도,수원시영통구,41117,2018,재산세,10만원~30만원미만,127,22928830,2493,407651590
경기도,수원시장안구,41111,2018,재산세,1백만원~3백만원미만,3,4615210,178,306057820
경기도,수원시권선구,41113,2018,재산세,1백만원~3백만원미만,8,12276420,178,306057820
경기도,수원시팔달구,41115,2018,재산세,1백만원~3백만원미만,18,35209400,178,306057820
경기도,수원시영통구,41117,2018,재산세,1백만원~3백만원미만,12,24154600,178,306057820
경기도,수원시장안구,41111,2018,재산세,1천만원~3천만원미만,1,13912040,27,436274820
경기도,수원시팔달구,41115,2018,재산세,1천만원~3천만원미만,3,53903250,27,436274820
