시군명,확진시기,확진자수
원주,2021-02-21,0
강릉,2021-02-21,0
동해,2021-02-21,0
태백,2021-02-21,0
속초,2021-02-21,2
삼척,2021-02-21,0
홍천,2021-02-21,2
횡성,2021-02-21,0
영월,2021-02-21,0
평창,2021-02-21,0
정선,2021-02-21,11
철원,2021-02-21,0
화천,2021-02-21,1
양구,2021-02-21,0
인제,2021-02-21,0
고성,2021-02-21,0
양양,2021-02-21,0
춘천,2021-02-22,0
원주,2021-02-22,2
강릉,2021-02-22,4
동해,2021-02-22,1
태백,2021-02-22,0
속초,2021-02-22,4
삼척,2021-02-22,0
홍천,2021-02-22,0
횡성,2021-02-22,0
영월,2021-02-22,0
평창,2021-02-22,0
정선,2021-02-22,3
철원,2021-02-22,0
화천,2021-02-22,0
양구,2021-02-22,0
인제,2021-02-22,0
고성,2021-02-22,0
양양,2021-02-22,0
춘천,2021-02-23,0
원주,2021-02-23,0
강릉,2021-02-23,5
동해,2021-02-23,0
태백,2021-02-23,0
속초,2021-02-23,2
삼척,2021-02-23,0
홍천,2021-02-23,0
횡성,2021-02-23,0
영월,2021-02-23,0
평창,2021-02-23,0
정선,2021-02-23,2
철원,2021-02-23,0
화천,2021-02-23,0
양구,2021-02-23,0
인제,2021-02-23,0
고성,2021-02-23,0
양양,2021-02-23,0
춘천,2021-02-24,0
원주,2021-02-24,1
강릉,2021-02-24,0
동해,2021-02-24,1
태백,2021-02-24,0
속초,2021-02-24,0
삼척,2021-02-24,0
홍천,2021-02-24,0
횡성,2021-02-24,0
영월,2021-02-24,0
평창,2021-02-24,0
정선,2021-02-24,0
철원,2021-02-24,0
화천,2021-02-24,0
양구,2021-02-24,0
인제,2021-02-24,0
고성,2021-02-24,0
양양,2021-02-24,0
춘천,2021-02-25,0
원주,2021-02-25,2
강릉,2021-02-25,1
동해,2021-02-25,0
태백,2021-02-25,0
속초,2021-02-25,1
삼척,2021-02-25,0
홍천,2021-02-25,0
횡성,2021-02-25,0
영월,2021-02-25,0
평창,2021-02-25,0
정선,2021-02-25,1
철원,2021-02-25,0
화천,2021-02-25,1
양구,2021-02-25,0
인제,2021-02-25,0
고성,2021-02-25,0
양양,2021-02-25,0
춘천,2021-02-26,0
원주,2021-02-26,1
강릉,2021-02-26,1
동해,2021-02-26,0
태백,2021-02-26,0
속초,2021-02-26,1
삼척,2021-02-26,0
홍천,2021-02-26,0
횡성,2021-02-26,1
영월,2021-02-26,0
평창,2021-02-26,1
정선,2021-02-26,1
철원,2021-02-26,0
화천,2021-02-26,0
양구,2021-02-26,0
인제,2021-02-26,0
고성,2021-02-26,0
양양,2021-02-26,0
춘천,2021-02-27,1
원주,2021-02-27,0
강릉,2021-02-27,1
동해,2021-02-27,0
태백,2021-02-27,0
속초,2021-02-27,0
삼척,2021-02-27,0
홍천,2021-02-27,0
횡성,2021-02-27,1
영월,2021-02-27,0
평창,2021-02-27,0
정선,2021-02-27,1
철원,2021-02-27,0
화천,2021-02-27,0
양구,2021-02-27,0
인제,2021-02-27,0
고성,2021-02-27,0
양양,2021-02-27,0
춘천,2021-02-28,2
원주,2021-02-28,0
강릉,2021-02-28,0
동해,2021-02-28,0
태백,2021-02-28,0
속초,2021-02-28,0
삼척,2021-02-28,0
홍천,2021-02-28,0
횡성,2021-02-28,0
영월,2021-02-28,0
평창,2021-02-28,0
정선,2021-02-28,1
철원,2021-02-28,0
화천,2021-02-28,0
양구,2021-02-28,0
인제,2021-02-28,0
고성,2021-02-28,2
양양,2021-02-28,0
춘천,2021-03-01,0
원주,2021-03-01,0
강릉,2021-03-01,1
동해,2021-03-01,0
태백,2021-03-01,0
속초,2021-03-01,1
삼척,2021-03-01,0
홍천,2021-03-01,0
횡성,2021-03-01,0
영월,2021-03-01,0
평창,2021-03-01,0
정선,2021-03-01,0
철원,2021-03-01,0
화천,2021-03-01,0
양구,2021-03-01,0
인제,2021-03-01,0
고성,2021-03-01,0
양양,2021-03-01,0
춘천,2021-03-02,0
원주,2021-03-02,2
강릉,2021-03-02,2
동해,2021-03-02,0
태백,2021-03-02,0
속초,2021-03-02,0
삼척,2021-03-02,0
홍천,2021-03-02,1
횡성,2021-03-02,0
영월,2021-03-02,0
평창,2021-03-02,0
정선,2021-03-02,1
철원,2021-03-02,0
화천,2021-03-02,0
양구,2021-03-02,0
인제,2021-03-02,0
고성,2021-03-02,0
양양,2021-03-02,0
춘천,2021-03-03,0
원주,2021-03-03,3
강릉,2021-03-03,2
동해,2021-03-03,0
태백,2021-03-03,0
속초,2021-03-03,0
삼척,2021-03-03,0
홍천,2021-03-03,1
횡성,2021-03-03,0
영월,2021-03-03,0
평창,2021-03-03,0
정선,2021-03-03,0
철원,2021-03-03,0
화천,2021-03-03,0
양구,2021-03-03,0
인제,2021-03-03,0
고성,2021-03-03,0
양양,2021-03-03,0
춘천,2021-03-04,0
원주,2021-03-04,2
강릉,2021-03-04,1
동해,2021-03-04,0
태백,2021-03-04,0
속초,2021-03-04,0
삼척,2021-03-04,0
홍천,2021-03-04,1
횡성,2021-03-04,0
영월,2021-03-04,0
평창,2021-03-04,0
정선,2021-03-04,0
철원,2021-03-04,0
화천,2021-03-04,0
양구,2021-03-04,0
인제,2021-03-04,0
고성,2021-03-04,0
양양,2021-03-04,0
춘천,2021-03-05,0
원주,2021-03-05,2
강릉,2021-03-05,0
동해,2021-03-05,0
태백,2021-03-05,0
속초,2021-03-05,1
삼척,2021-03-05,0
홍천,2021-03-05,4
횡성,2021-03-05,0
영월,2021-03-05,0
평창,2021-03-05,0
정선,2021-03-05,0
철원,2021-03-05,0
화천,2021-03-05,0
양구,2021-03-05,0
인제,2021-03-05,0
고성,2021-03-05,0
양양,2021-03-05,0
춘천,2021-03-06,2
원주,2021-03-06,1
강릉,2021-03-06,1
동해,2021-03-06,0
태백,2021-03-06,0
속초,2021-03-06,0
삼척,2021-03-06,0
홍천,2021-03-06,0
횡성,2021-03-06,0
영월,2021-03-06,0
평창,2021-03-06,0
정선,2021-03-06,5
철원,2021-03-06,0
화천,2021-03-06,0
양구,2021-03-06,0
인제,2021-03-06,1
고성,2021-03-06,0
양양,2021-03-06,0
춘천,2021-03-07,0
원주,2021-03-07,0
강릉,2021-03-07,0
동해,2021-03-07,1
태백,2021-03-07,0
속초,2021-03-07,1
삼척,2021-03-07,0
홍천,2021-03-07,2
횡성,2021-03-07,0
영월,2021-03-07,0
평창,2021-03-07,4
정선,2021-03-07,1
철원,2021-03-07,0
화천,2021-03-07,1
양구,2021-03-07,0
인제,2021-03-07,0
고성,2021-03-07,0
양양,2021-03-07,0
춘천,2021-03-08,0
원주,2021-03-08,3
강릉,2021-03-08,0
동해,2021-03-08,3
태백,2021-03-08,0
속초,2021-03-08,0
삼척,2021-03-08,0
홍천,2021-03-08,4
횡성,2021-03-08,0
영월,2021-03-08,0
평창,2021-03-08,2
정선,2021-03-08,0
철원,2021-03-08,0
화천,2021-03-08,0
양구,2021-03-08,0
인제,2021-03-08,1
고성,2021-03-08,0
양양,2021-03-08,0
춘천,2021-03-09,0
원주,2021-03-09,5
강릉,2021-03-09,2
동해,2021-03-09,0
태백,2021-03-09,0
속초,2021-03-09,1
삼척,2021-03-09,0
홍천,2021-03-09,1
횡성,2021-03-09,0
영월,2021-03-09,0
평창,2021-03-09,11
정선,2021-03-09,0
철원,2021-03-09,0
화천,2021-03-09,0
양구,2021-03-09,0
인제,2021-03-09,0
고성,2021-03-09,0
양양,2021-03-09,0
춘천,2021-03-10,0
원주,2021-03-10,0
강릉,2021-03-10,0
동해,2021-03-10,1
태백,2021-03-10,0
속초,2021-03-10,0
삼척,2021-03-10,0
홍천,2021-03-10,1
횡성,2021-03-10,0
영월,2021-03-10,0
평창,2021-03-10,27
정선,2021-03-10,1
철원,2021-03-10,0
화천,2021-03-10,0
양구,2021-03-10,0
인제,2021-03-10,0
고성,2021-03-10,0
양양,2021-03-10,0
춘천,2021-03-11,0
원주,2021-03-11,1
강릉,2021-03-11,0
동해,2021-03-11,3
태백,2021-03-11,0
속초,2021-03-11,0
삼척,2021-03-11,0
홍천,2021-03-11,0
횡성,2021-03-11,0
영월,2021-03-11,1
평창,2021-03-11,7
정선,2021-03-11,0
철원,2021-03-11,0
화천,2021-03-11,0
양구,2021-03-11,0
인제,2021-03-11,0
고성,2021-03-11,0
양양,2021-03-11,0
춘천,2021-03-12,1
원주,2021-03-12,0
강릉,2021-03-12,2
동해,2021-03-12,4
태백,2021-03-12,0
속초,2021-03-12,1
삼척,2021-03-12,0
홍천,2021-03-12,0
횡성,2021-03-12,0
영월,2021-03-12,0
평창,2021-03-12,10
정선,2021-03-12,0
철원,2021-03-12,0
화천,2021-03-12,0
양구,2021-03-12,0
인제,2021-03-12,0
고성,2021-03-12,0
양양,2021-03-12,0
춘천,2021-03-13,1
원주,2021-03-13,2
강릉,2021-03-13,1
동해,2021-03-13,3
태백,2021-03-13,0
속초,2021-03-13,3
삼척,2021-03-13,0
홍천,2021-03-13,2
횡성,2021-03-13,0
영월,2021-03-13,0
평창,2021-03-13,4
정선,2021-03-13,0
철원,2021-03-13,0
화천,2021-03-13,0
양구,2021-03-13,0
인제,2021-03-13,0
고성,2021-03-13,0
양양,2021-03-13,0
춘천,2021-03-14,1
원주,2021-03-14,2
강릉,2021-03-14,1
동해,2021-03-14,1
태백,2021-03-14,0
속초,2021-03-14,4
삼척,2021-03-14,0
홍천,2021-03-14,0
횡성,2021-03-14,0
영월,2021-03-14,0
평창,2021-03-14,1
정선,2021-03-14,0
철원,2021-03-14,0
화천,2021-03-14,0
양구,2021-03-14,0
인제,2021-03-14,0
고성,2021-03-14,0
양양,2021-03-14,0
춘천,2021-03-15,1
원주,2021-03-15,3
강릉,2021-03-15,0
동해,2021-03-15,3
태백,2021-03-15,0
속초,2021-03-15,5
삼척,2021-03-15,0
홍천,2021-03-15,0
횡성,2021-03-15,0
영월,2021-03-15,0
평창,2021-03-15,0
정선,2021-03-15,0
철원,2021-03-15,0
화천,2021-03-15,0
양구,2021-03-15,0
인제,2021-03-15,0
고성,2021-03-15,1
양양,2021-03-15,0
춘천,2021-03-16,0
원주,2021-03-16,0
강릉,2021-03-16,2
동해,2021-03-16,2
태백,2021-03-16,0
속초,2021-03-16,3
삼척,2021-03-16,1
홍천,2021-03-16,0
횡성,2021-03-16,1
영월,2021-03-16,0
평창,2021-03-16,1
정선,2021-03-16,0
철원,2021-03-16,0
화천,2021-03-16,0
양구,2021-03-16,0
인제,2021-03-16,0
고성,2021-03-16,0
양양,2021-03-16,0
춘천,2021-03-17,0
원주,2021-03-17,0
강릉,2021-03-17,0
동해,2021-03-17,0
태백,2021-03-17,0
속초,2021-03-17,19
삼척,2021-03-17,0
홍천,2021-03-17,1
횡성,2021-03-17,0
영월,2021-03-17,0
평창,2021-03-17,2
정선,2021-03-17,0
철원,2021-03-17,0
화천,2021-03-17,0
양구,2021-03-17,0
인제,2021-03-17,0
고성,2021-03-17,1
양양,2021-03-17,0
춘천,2021-03-18,2
원주,2021-03-18,0
강릉,2021-03-18,0
동해,2021-03-18,1
태백,2021-03-18,0
속초,2021-03-18,23
삼척,2021-03-18,0
홍천,2021-03-18,1
횡성,2021-03-18,0
영월,2021-03-18,1
평창,2021-03-18,2
정선,2021-03-18,0
철원,2021-03-18,0
화천,2021-03-18,0
양구,2021-03-18,0
인제,2021-03-18,0
고성,2021-03-18,1
양양,2021-03-18,0
춘천,2021-03-19,1
원주,2021-03-19,3
강릉,2021-03-19,1
동해,2021-03-19,2
태백,2021-03-19,0
속초,2021-03-19,7
삼척,2021-03-19,0
홍천,2021-03-19,1
횡성,2021-03-19,0
영월,2021-03-19,0
평창,2021-03-19,0
정선,2021-03-19,0
철원,2021-03-19,0
화천,2021-03-19,0
양구,2021-03-19,0
인제,2021-03-19,0
고성,2021-03-19,2
양양,2021-03-19,0
춘천,2021-03-20,1
원주,2021-03-20,1
강릉,2021-03-20,1
동해,2021-03-20,2
태백,2021-03-20,0
속초,2021-03-20,4
삼척,2021-03-20,0
홍천,2021-03-20,0
횡성,2021-03-20,0
영월,2021-03-20,1
평창,2021-03-20,1
정선,2021-03-20,0
철원,2021-03-20,0
화천,2021-03-20,0
양구,2021-03-20,0
인제,2021-03-20,0
고성,2021-03-20,2
양양,2021-03-20,1
춘천,2021-03-21,2
원주,2021-03-21,1
강릉,2021-03-21,1
동해,2021-03-21,0
태백,2021-03-21,0
속초,2021-03-21,9
삼척,2021-03-21,0
홍천,2021-03-21,3
횡성,2021-03-21,0
영월,2021-03-21,0
평창,2021-03-21,0
정선,2021-03-21,0
철원,2021-03-21,0
화천,2021-03-21,0
양구,2021-03-21,0
인제,2021-03-21,0
고성,2021-03-21,1
양양,2021-03-21,4
춘천,2021-03-22,0
원주,2021-03-22,0
강릉,2021-03-22,0
동해,2021-03-22,0
태백,2021-03-22,0
속초,2021-03-22,6
삼척,2021-03-22,0
홍천,2021-03-22,0
횡성,2021-03-22,0
영월,2021-03-22,0
평창,2021-03-22,3
정선,2021-03-22,0
철원,2021-03-22,0
화천,2021-03-22,0
양구,2021-03-22,0
인제,2021-03-22,0
고성,2021-03-22,0
양양,2021-03-22,0
춘천,2021-03-23,0
원주,2021-03-23,9
강릉,2021-03-23,4
동해,2021-03-23,0
태백,2021-03-23,0
속초,2021-03-23,2
삼척,2021-03-23,0
홍천,2021-03-23,0
횡성,2021-03-23,0
영월,2021-03-23,0
평창,2021-03-23,3
정선,2021-03-23,0
철원,2021-03-23,0
화천,2021-03-23,0
양구,2021-03-23,0
인제,2021-03-23,0
고성,2021-03-23,0
양양,2021-03-23,0
춘천,2021-03-24,5
원주,2021-03-24,8
강릉,2021-03-24,1
동해,2021-03-24,3
태백,2021-03-24,1
속초,2021-03-24,3
삼척,2021-03-24,1
홍천,2021-03-24,0
횡성,2021-03-24,0
영월,2021-03-24,0
평창,2021-03-24,4
정선,2021-03-24,0
철원,2021-03-24,0
화천,2021-03-24,1
양구,2021-03-24,0
인제,2021-03-24,0
고성,2021-03-24,0
양양,2021-03-24,0
춘천,2021-03-25,0
원주,2021-03-25,0
강릉,2021-03-25,0
동해,2021-03-25,13
태백,2021-03-25,1
속초,2021-03-25,4
삼척,2021-03-25,1
홍천,2021-03-25,0
횡성,2021-03-25,0
영월,2021-03-25,0
평창,2021-03-25,1
정선,2021-03-25,0
철원,2021-03-25,0
화천,2021-03-25,0
양구,2021-03-25,0
인제,2021-03-25,0
고성,2021-03-25,1
양양,2021-03-25,3
춘천,2021-03-26,4
원주,2021-03-26,9
강릉,2021-03-26,1
동해,2021-03-26,14
태백,2021-03-26,0
속초,2021-03-26,5
삼척,2021-03-26,0
홍천,2021-03-26,0
횡성,2021-03-26,0
영월,2021-03-26,0
평창,2021-03-26,0
정선,2021-03-26,0
철원,2021-03-26,0
화천,2021-03-26,0
양구,2021-03-26,0
인제,2021-03-26,0
고성,2021-03-26,1
양양,2021-03-26,2
춘천,2021-03-27,0
원주,2021-03-27,6
강릉,2021-03-27,0
동해,2021-03-27,9
태백,2021-03-27,0
속초,2021-03-27,3
삼척,2021-03-27,0
홍천,2021-03-27,0
횡성,2021-03-27,0
영월,2021-03-27,0
평창,2021-03-27,0
정선,2021-03-27,0
철원,2021-03-27,0
화천,2021-03-27,0
양구,2021-03-27,0
인제,2021-03-27,0
고성,2021-03-27,1
양양,2021-03-27,0
춘천,2021-03-28,1
원주,2021-03-28,0
강릉,2021-03-28,0
동해,2021-03-28,2
태백,2021-03-28,0
속초,2021-03-28,2
삼척,2021-03-28,0
홍천,2021-03-28,0
횡성,2021-03-28,0
영월,2021-03-28,1
평창,2021-03-28,0
정선,2021-03-28,0
철원,2021-03-28,0
화천,2021-03-28,0
양구,2021-03-28,0
인제,2021-03-28,0
고성,2021-03-28,0
양양,2021-03-28,0
춘천,2021-03-29,3
원주,2021-03-29,3
강릉,2021-03-29,0
동해,2021-03-29,0
태백,2021-03-29,0
속초,2021-03-29,6
삼척,2021-03-29,0
홍천,2021-03-29,0
횡성,2021-03-29,0
영월,2021-03-29,0
평창,2021-03-29,0
정선,2021-03-29,0
철원,2021-03-29,0
화천,2021-03-29,0
양구,2021-03-29,0
인제,2021-03-29,0
고성,2021-03-29,1
양양,2021-03-29,0
춘천,2021-03-30,2
원주,2021-03-30,2
강릉,2021-03-30,0
동해,2021-03-30,2
태백,2021-03-30,0
속초,2021-03-30,4
삼척,2021-03-30,1
홍천,2021-03-30,0
횡성,2021-03-30,0
영월,2021-03-30,0
평창,2021-03-30,2
정선,2021-03-30,0
철원,2021-03-30,0
화천,2021-03-30,0
양구,2021-03-30,0
인제,2021-03-30,0
고성,2021-03-30,0
양양,2021-03-30,3
춘천,2021-03-31,1
원주,2021-03-31,1
강릉,2021-03-31,3
동해,2021-03-31,3
태백,2021-03-31,0
속초,2021-03-31,4
삼척,2021-03-31,2
홍천,2021-03-31,1
횡성,2021-03-31,0
영월,2021-03-31,0
평창,2021-03-31,1
정선,2021-03-31,0
철원,2021-03-31,4
화천,2021-03-31,0
양구,2021-03-31,0
인제,2021-03-31,0
고성,2021-03-31,0
양양,2021-03-31,0
춘천,2021-04-01,0
원주,2021-04-01,2
강릉,2021-04-01,5
동해,2021-04-01,0
태백,2021-04-01,0
속초,2021-04-01,1
삼척,2021-04-01,0
홍천,2021-04-01,0
횡성,2021-04-01,0
영월,2021-04-01,0
평창,2021-04-01,0
정선,2021-04-01,0
철원,2021-04-01,0
화천,2021-04-01,0
양구,2021-04-01,0
인제,2021-04-01,0
고성,2021-04-01,0
양양,2021-04-01,2
춘천,2021-04-02,2
원주,2021-04-02,3
강릉,2021-04-02,3
동해,2021-04-02,1
태백,2021-04-02,0
속초,2021-04-02,4
삼척,2021-04-02,0
홍천,2021-04-02,0
횡성,2021-04-02,0
영월,2021-04-02,1
평창,2021-04-02,0
정선,2021-04-02,0
철원,2021-04-02,0
화천,2021-04-02,0
양구,2021-04-02,0
인제,2021-04-02,0
고성,2021-04-02,0
양양,2021-04-02,3
춘천,2021-04-03,0
원주,2021-04-03,2
강릉,2021-04-03,3
동해,2021-04-03,0
태백,2021-04-03,0
속초,2021-04-03,0
삼척,2021-04-03,0
홍천,2021-04-03,1
횡성,2021-04-03,0
영월,2021-04-03,0
평창,2021-04-03,0
정선,2021-04-03,0
철원,2021-04-03,0
화천,2021-04-03,0
양구,2021-04-03,0
인제,2021-04-03,0
고성,2021-04-03,0
양양,2021-04-03,0
춘천,2021-04-04,2
원주,2021-04-04,0
강릉,2021-04-04,3
동해,2021-04-04,0
태백,2021-04-04,0
속초,2021-04-04,1
삼척,2021-04-04,0
홍천,2021-04-04,0
횡성,2021-04-04,0
영월,2021-04-04,0
평창,2021-04-04,2
정선,2021-04-04,4
철원,2021-04-04,0
화천,2021-04-04,0
양구,2021-04-04,0
인제,2021-04-04,0
고성,2021-04-04,0
양양,2021-04-04,2
춘천,2021-04-05,1
원주,2021-04-05,3
강릉,2021-04-05,1
동해,2021-04-05,0
태백,2021-04-05,0
속초,2021-04-05,0
삼척,2021-04-05,0
홍천,2021-04-05,0
횡성,2021-04-05,0
영월,2021-04-05,0
평창,2021-04-05,10
정선,2021-04-05,0
철원,2021-04-05,0
화천,2021-04-05,0
양구,2021-04-05,0
인제,2021-04-05,0
고성,2021-04-05,0
양양,2021-04-05,0
춘천,2021-04-06,1
원주,2021-04-06,5
강릉,2021-04-06,0
동해,2021-04-06,0
태백,2021-04-06,0
속초,2021-04-06,0
삼척,2021-04-06,0
홍천,2021-04-06,1
횡성,2021-04-06,5
영월,2021-04-06,0
평창,2021-04-06,4
정선,2021-04-06,0
철원,2021-04-06,0
화천,2021-04-06,0
양구,2021-04-06,0
인제,2021-04-06,0
고성,2021-04-06,0
양양,2021-04-06,0
춘천,2021-04-07,4
원주,2021-04-07,0
강릉,2021-04-07,0
동해,2021-04-07,0
태백,2021-04-07,0
속초,2021-04-07,0
삼척,2021-04-07,0
홍천,2021-04-07,0
횡성,2021-04-07,2
영월,2021-04-07,0
평창,2021-04-07,0
정선,2021-04-07,0
철원,2021-04-07,0
화천,2021-04-07,0
양구,2021-04-07,0
인제,2021-04-07,0
고성,2021-04-07,1
양양,2021-04-07,0
춘천,2021-04-08,0
원주,2021-04-08,1
강릉,2021-04-08,0
동해,2021-04-08,0
태백,2021-04-08,0
속초,2021-04-08,0
삼척,2021-04-08,0
홍천,2021-04-08,0
횡성,2021-04-08,1
영월,2021-04-08,0
평창,2021-04-08,0
정선,2021-04-08,0
철원,2021-04-08,1
화천,2021-04-08,0
양구,2021-04-08,0
인제,2021-04-08,0
고성,2021-04-08,0
양양,2021-04-08,0
춘천,2021-04-09,1
원주,2021-04-09,1
강릉,2021-04-09,1
동해,2021-04-09,2
태백,2021-04-09,0
속초,2021-04-09,0
삼척,2021-04-09,0
홍천,2021-04-09,0
횡성,2021-04-09,0
영월,2021-04-09,0
평창,2021-04-09,0
정선,2021-04-09,0
철원,2021-04-09,0
화천,2021-04-09,0
양구,2021-04-09,0
인제,2021-04-09,0
고성,2021-04-09,0
양양,2021-04-09,1
춘천,2021-04-10,0
원주,2021-04-10,2
강릉,2021-04-10,0
동해,2021-04-10,0
태백,2021-04-10,0
속초,2021-04-10,0
삼척,2021-04-10,0
홍천,2021-04-10,0
횡성,2021-04-10,1
영월,2021-04-10,0
평창,2021-04-10,1
정선,2021-04-10,0
철원,2021-04-10,0
화천,2021-04-10,1
양구,2021-04-10,0
인제,2021-04-10,0
고성,2021-04-10,0
양양,2021-04-10,0
춘천,2021-04-11,0
원주,2021-04-11,2
강릉,2021-04-11,0
동해,2021-04-11,0
태백,2021-04-11,0
속초,2021-04-11,1
삼척,2021-04-11,0
홍천,2021-04-11,0
횡성,2021-04-11,1
영월,2021-04-11,0
평창,2021-04-11,1
정선,2021-04-11,0
철원,2021-04-11,0
화천,2021-04-11,0
양구,2021-04-11,0
인제,2021-04-11,0
고성,2021-04-11,1
양양,2021-04-11,0
춘천,2021-04-12,0
원주,2021-04-12,9
강릉,2021-04-12,0
동해,2021-04-12,0
태백,2021-04-12,0
속초,2021-04-12,2
삼척,2021-04-12,0
홍천,2021-04-12,1
횡성,2021-04-12,0
영월,2021-04-12,0
평창,2021-04-12,0
정선,2021-04-12,0
철원,2021-04-12,0
화천,2021-04-12,0
양구,2021-04-12,0
인제,2021-04-12,0
고성,2021-04-12,0
양양,2021-04-12,1
춘천,2021-04-13,0
원주,2021-04-13,1
강릉,2021-04-13,1
동해,2021-04-13,2
태백,2021-04-13,0
속초,2021-04-13,1
삼척,2021-04-13,0
홍천,2021-04-13,0
횡성,2021-04-13,0
영월,2021-04-13,0
평창,2021-04-13,0
정선,2021-04-13,0
철원,2021-04-13,1
화천,2021-04-13,0
양구,2021-04-13,0
인제,2021-04-13,0
고성,2021-04-13,0
양양,2021-04-13,0
춘천,2021-04-14,1
원주,2021-04-14,14
강릉,2021-04-14,0
동해,2021-04-14,0
태백,2021-04-14,0
속초,2021-04-14,0
삼척,2021-04-14,1
홍천,2021-04-14,1
횡성,2021-04-14,0
영월,2021-04-14,1
평창,2021-04-14,0
정선,2021-04-14,0
철원,2021-04-14,0
화천,2021-04-14,0
양구,2021-04-14,0
인제,2021-04-14,0
고성,2021-04-14,0
양양,2021-04-14,0
춘천,2021-04-15,0
원주,2021-04-15,5
강릉,2021-04-15,1
동해,2021-04-15,0
태백,2021-04-15,0
속초,2021-04-15,0
삼척,2021-04-15,0
홍천,2021-04-15,0
횡성,2021-04-15,1
영월,2021-04-15,0
평창,2021-04-15,0
정선,2021-04-15,0
철원,2021-04-15,0
화천,2021-04-15,0
양구,2021-04-15,0
인제,2021-04-15,0
고성,2021-04-15,0
양양,2021-04-15,0
춘천,2021-04-16,1
원주,2021-04-16,1
강릉,2021-04-16,6
동해,2021-04-16,2
태백,2021-04-16,0
속초,2021-04-16,0
삼척,2021-04-16,0
홍천,2021-04-16,0
횡성,2021-04-16,1
영월,2021-04-16,0
평창,2021-04-16,1
정선,2021-04-16,0
철원,2021-04-16,0
화천,2021-04-16,0
양구,2021-04-16,0
인제,2021-04-16,0
고성,2021-04-16,0
양양,2021-04-16,0
춘천,2021-04-17,0
원주,2021-04-17,6
강릉,2021-04-17,9
동해,2021-04-17,1
태백,2021-04-17,0
속초,2021-04-17,1
삼척,2021-04-17,0
홍천,2021-04-17,1
횡성,2021-04-17,0
영월,2021-04-17,0
평창,2021-04-17,1
정선,2021-04-17,0
철원,2021-04-17,0
화천,2021-04-17,0
양구,2021-04-17,0
인제,2021-04-17,0
고성,2021-04-17,0
양양,2021-04-17,0
춘천,2021-04-18,4
원주,2021-04-18,0
강릉,2021-04-18,14
동해,2021-04-18,1
태백,2021-04-18,0
속초,2021-04-18,0
삼척,2021-04-18,0
홍천,2021-04-18,0
횡성,2021-04-18,0
영월,2021-04-18,0
평창,2021-04-18,0
정선,2021-04-18,0
철원,2021-04-18,0
화천,2021-04-18,0
양구,2021-04-18,0
인제,2021-04-18,0
고성,2021-04-18,0
양양,2021-04-18,2
춘천,2021-04-19,0
원주,2021-04-19,4
강릉,2021-04-19,9
동해,2021-04-19,4
태백,2021-04-19,0
속초,2021-04-19,0
삼척,2021-04-19,0
홍천,2021-04-19,0
횡성,2021-04-19,1
영월,2021-04-19,0
평창,2021-04-19,0
정선,2021-04-19,0
철원,2021-04-19,0
화천,2021-04-19,0
양구,2021-04-19,0
인제,2021-04-19,0
고성,2021-04-19,0
양양,2021-04-19,0
춘천,2021-04-20,0
원주,2021-04-20,2
강릉,2021-04-20,5
동해,2021-04-20,3
태백,2021-04-20,0
속초,2021-04-20,0
삼척,2021-04-20,1
홍천,2021-04-20,1
횡성,2021-04-20,1
영월,2021-04-20,0
평창,2021-04-20,0
정선,2021-04-20,1
철원,2021-04-20,1
화천,2021-04-20,0
양구,2021-04-20,0
인제,2021-04-20,0
고성,2021-04-20,0
양양,2021-04-20,0
춘천,2021-04-21,0
원주,2021-04-21,8
강릉,2021-04-21,9
동해,2021-04-21,0
태백,2021-04-21,0
속초,2021-04-21,0
삼척,2021-04-21,0
홍천,2021-04-21,0
횡성,2021-04-21,1
영월,2021-04-21,0
평창,2021-04-21,3
정선,2021-04-21,1
철원,2021-04-21,0
화천,2021-04-21,0
양구,2021-04-21,0
인제,2021-04-21,2
고성,2021-04-21,0
양양,2021-04-21,0
춘천,2021-04-22,3
원주,2021-04-22,5
강릉,2021-04-22,5
동해,2021-04-22,0
태백,2021-04-22,0
속초,2021-04-22,0
삼척,2021-04-22,0
홍천,2021-04-22,0
횡성,2021-04-22,0
영월,2021-04-22,0
평창,2021-04-22,1
정선,2021-04-22,0
철원,2021-04-22,0
화천,2021-04-22,0
양구,2021-04-22,0
인제,2021-04-22,0
고성,2021-04-22,0
양양,2021-04-22,1
춘천,2021-04-23,1
원주,2021-04-23,4
강릉,2021-04-23,4
동해,2021-04-23,0
태백,2021-04-23,0
속초,2021-04-23,0
삼척,2021-04-23,0
홍천,2021-04-23,0
횡성,2021-04-23,0
영월,2021-04-23,0
평창,2021-04-23,0
정선,2021-04-23,0
철원,2021-04-23,0
화천,2021-04-23,0
양구,2021-04-23,0
인제,2021-04-23,0
고성,2021-04-23,0
양양,2021-04-23,0
춘천,2021-04-24,0
원주,2021-04-24,1
강릉,2021-04-24,0
동해,2021-04-24,0
태백,2021-04-24,0
속초,2021-04-24,0
삼척,2021-04-24,0
홍천,2021-04-24,7
횡성,2021-04-24,1
영월,2021-04-24,1
평창,2021-04-24,0
정선,2021-04-24,0
철원,2021-04-24,0
화천,2021-04-24,0
양구,2021-04-24,0
인제,2021-04-24,0
고성,2021-04-24,0
양양,2021-04-24,0
춘천,2021-04-25,1
원주,2021-04-25,5
강릉,2021-04-25,1
동해,2021-04-25,0
태백,2021-04-25,0
속초,2021-04-25,0
